Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00003690,Toothbrush 4000,2021-04-16 03:22:03.899288800,27,3,dg89et,bn529zj,1,Dispatched,2021-04-16 11:07:19.256662000,Delivered,2021-04-17 17:19:52.325527600
BRU00004956,Toothbrush 4000,2022-01-12 20:20:09.073638400,32,3,cf244na,bn16sd,1,Dispatched,2022-01-13 02:53:39.253705600,Delivered,2022-01-14 02:32:19.447337200
BRU00004333,Toothbrush 2000,2021-02-22 10:56:25.523299200,65,4,g427nt,cv378ff,1,Dispatched,2021-02-22 17:51:19.750585200,Delivered,2021-02-23 21:01:33.418911600
BRU00001869,Toothbrush 4000,2021-08-26 18:23:20.958673600,38,4,eh127jy,gl27hd,1,Dispatched,2021-08-27 01:30:01.687918000,Delivered,2021-08-27 18:46:59.838989200
BRU00000152,Toothbrush 4000,2021-08-26 15:23:24.110682400,18,7,bs59nh,co112xg,1,Dispatched,2021-08-26 22:09:25.580167600,Delivered,2021-08-28 02:22:08.900306800
BRU00001094,Toothbrush 4000,2022-09-01 18:13:11.664149600,9,8,gl45th,gu73qd,1,Dispatched,2022-09-02 01:32:47.031724400,Delivered,2022-09-03 01:22:23.451359600
BRU00005354,Toothbrush 4000,2021-01-26 19:18:00.253178800,26,4,bh14lj,cm166dj,1,Dispatched,2021-01-27 02:30:55.867912000,Delivered,2021-01-28 06:09:16.472813200
BRU00001706,Toothbrush 2000,2022-04-22 10:53:54.708161600,81,9,co153sr,bs167an,1,Dispatched,2022-04-22 17:30:15.541383200,Delivered,2022-04-23 17:56:11.317221200
BRU00003539,Toothbrush 4000,2021-02-27 08:02:59.624869200,13,6,de222xf,im61ey,1,Dispatched,2021-02-27 15:07:26.623311600,Delivered,2021-02-28 22:08:40.427271600
BRU00003311,Toothbrush 4000,2022-08-05 06:34:35.851819600,18,5,de65jq,bb79ra,1,Dispatched,2022-08-05 13:47:17.537717200,Delivered,2022-08-06 14:31:01.760381200
BRU00002933,Toothbrush 4000,2021-04-20 21:21:02.799608800,33,5,gl513nh,de43fq,1,Dispatched,2021-04-21 03:31:42.280482400,Delivered,2021-04-22 11:07:56.413567600
BRU00005610,Toothbrush 2000,2021-02-19 01:35:35.424978399,91,5,bb45aa,eh229ss,1,Dispatched,2021-02-19 08:09:43.044228398,Delivered,2021-02-20 11:51:45.689799998
BRU00003312,Toothbrush 2000,2022-08-27 09:37:28.274286800,72,6,al15rj,ba149nb,1,Dispatched,2022-08-27 16:22:47.470080800,Delivered,2022-08-28 15:48:33.967667600
BRU00002035,Toothbrush 2000,2021-08-19 16:58:58.585394800,72,7,cv21ep,cb227ga,1,Dispatched,2021-08-19 23:46:08.761445200,Delivered,2021-08-21 06:55:10.659840400
BRU00003228,Toothbrush 4000,2022-06-28 17:11:37.847240000,53,6,hd33qa,ch22ra,1,Dispatched,2022-06-29 00:17:44.956934000,Delivered,2022-06-30 03:38:49.437069200
BRU00004859,Toothbrush 4000,2021-04-16 12:29:10.631143600,30,3,hp53nx,gl11hd,1,Dispatched,2021-04-16 19:41:06.980938000,Delivered,2021-04-18 03:38:21.190066000
BRU00001708,Toothbrush 2000,2021-07-25 09:00:38.472215200,89,2,e175pu,dd22tg,1,Dispatched,2021-07-25 16:38:13.533962800,Delivered,2021-07-27 04:55:42.960034000
BRU00004069,Toothbrush 2000,2021-05-12 15:48:37.928844400,65,2,dl41lr,gu33dq,1,Dispatched,2021-05-12 22:45:18.026240800,Delivered,2021-05-14 02:10:24.027859600
BRU00001659,Toothbrush 2000,2021-07-15 21:11:06.562694400,84,9,gy12ln,ex13ej,1,Dispatched,2021-07-16 04:15:38.723115599,Delivered,2021-07-17 00:28:12.187945199
BRU00005182,Toothbrush 4000,2022-02-26 01:23:35.566170400,28,8,en34lt,gl73lb,1,Dispatched,2022-02-26 08:53:44.104844799,Delivered,2022-02-27 04:54:56.997543999
BRU00000951,Toothbrush 4000,2022-07-20 20:01:15.759928000,21,8,g612at,b634px,1,Dispatched,2022-07-21 02:58:33.464990800,Delivered,2022-07-22 08:01:45.301265200
BRU00004288,Toothbrush 4000,2021-05-12 14:41:07.887928000,17,1,eh89hp,co112dq,1,Dispatched,2021-05-12 21:31:17.896801600,Delivered,2021-05-14 02:45:36.586693600
BRU00000447,Toothbrush 2000,2022-07-30 05:43:24.900986000,51,2,dn333sa,cm112yz,1,Dispatched,2022-07-30 12:40:25.325361200,Delivered,2022-07-31 07:05:39.341120000
BRU00000055,Toothbrush 4000,2021-01-19 05:23:29.940309600,29,3,dl134hs,gl156db,1,Dispatched,2021-01-19 13:34:05.634570000,Delivered,2021-01-20 16:23:31.380327600
BRU00005409,Toothbrush 4000,2021-01-07 03:19:26.641101200,22,7,gu307rl,dy29eq,1,Dispatched,2021-01-07 11:00:17.177384000,Delivered,2021-01-08 10:22:39.898371200
BRU00000796,Toothbrush 4000,2022-11-28 13:50:57.886280800,37,6,b711af,ab118sr,1,Dispatched,2022-11-28 20:55:33.713600800,Delivered,2022-11-30 00:06:57.419066800
BRU00003359,Toothbrush 4000,2021-08-17 12:46:26.306135600,27,5,ct79ru,g671bp,1,Dispatched,2021-08-17 20:51:38.056991600,Delivered,2021-08-18 21:04:26.237638400
BRU00002198,Toothbrush 4000,2022-11-26 08:24:09.425676000,3,2,dh63dd,dt95px,1,Dispatched,2022-11-26 15:20:07.559694000,Delivered,2022-11-27 20:40:01.795808400
BRU00003064,Toothbrush 4000,2021-06-02 23:45:42.142840800,23,8,ct27ws,cm778eh,1,Dispatched,2021-06-03 06:32:27.434344800,Delivered,2021-06-04 06:22:25.328926800
BRU00000203,Toothbrush 4000,2022-03-07 10:42:11.107469200,23,8,cm59nx,cr00pg,1,Dispatched,2022-03-07 18:09:12.545291200,Delivered,2022-03-09 00:14:35.303802400
BRU00001460,Toothbrush 2000,2022-01-14 03:13:15.567787600,89,3,dh34lf,cb74uf,1,Dispatched,2022-01-14 10:21:14.289768400,Delivered,2022-01-15 15:50:36.964194400
BRU00000905,Toothbrush 4000,2022-10-25 12:03:45.951023600,36,8,im21ew,cf372ab,1,Dispatched,2022-10-25 18:48:15.645374000,Delivered,2022-10-26 20:51:43.796445200
BRU00002343,Toothbrush 2000,2022-10-07 16:06:31.101428000,75,2,eh546al,bd181hj,1,Dispatched,2022-10-07 23:03:36.082380800,Delivered,2022-10-09 05:53:30.867362000
BRU00001273,Toothbrush 4000,2021-05-22 13:51:46.999806000,23,4,cv58du,bs207tu,1,Dispatched,2021-05-22 20:25:03.934432800,Delivered,2021-05-23 23:56:15.456853200
BRU00000622,Toothbrush 2000,2022-06-26 12:30:33.970456400,79,6,dn379ag,e111nn,1,Dispatched,2022-06-26 18:49:14.349273200,Delivered,2022-06-27 22:45:35.313972800
BRU00001610,Toothbrush 4000,2022-03-10 21:11:24.097556400,28,5,ch51bq,dn40sf,1,Dispatched,2022-03-11 04:37:37.726770000,Delivered,2022-03-12 10:37:53.033883600
BRU00003757,Toothbrush 2000,2021-08-22 10:42:39.771199200,77,4,e126jb,bb46lz,1,Dispatched,2021-08-22 17:05:51.243627600,Delivered,2021-08-23 21:23:35.981168400
BRU00001201,Toothbrush 2000,2022-06-06 06:50:25.345604800,76,5,bn999bz,hu80pu,1,Dispatched,2022-06-06 13:20:00.338305600,Delivered,2022-06-07 16:30:10.885306000
BRU00003846,Toothbrush 4000,2022-06-10 04:43:32.568207200,21,1,e143rx,g775jx,1,Dispatched,2022-06-10 12:03:41.882064800,Delivered,2022-06-11 17:02:34.038570800
BRU00002131,Toothbrush 2000,2021-08-27 19:15:24.905900000,63,1,bs313bh,gl541js,1,Dispatched,2021-08-28 01:42:20.761702400,Delivered,2021-08-29 06:06:55.763300000
BRU00002922,Toothbrush 4000,2021-03-26 03:09:10.279804400,30,3,cf313th,al19tl,1,Dispatched,2021-03-26 09:53:40.268116400,Delivered,2021-03-27 19:28:41.762118800
BRU00005457,Toothbrush 4000,2021-11-01 03:50:30.489738800,18,3,cm35pt,cw98qf,1,Dispatched,2021-11-01 10:05:25.301087600,Delivered,2021-11-02 14:05:10.398794000
BRU00005403,Toothbrush 2000,2021-07-19 14:31:14.819033600,81,2,ca110hj,ig117zp,1,Dispatched,2021-07-19 21:04:04.051872799,Delivered,2021-07-20 20:15:55.014321199
BRU00001103,Toothbrush 4000,2021-02-03 05:36:08.860620400,26,3,b83lw,e84et,1,Dispatched,2021-02-03 13:10:48.068243200,Delivered,2021-02-04 18:40:36.463834000
BRU00004649,Toothbrush 4000,2022-01-03 05:53:10.037840800,19,2,cm164nh,bl31lx,1,Dispatched,2022-01-03 12:30:26.534762800,Delivered,2022-01-04 14:24:22.677974800
BRU00004775,Toothbrush 2000,2022-04-21 05:35:07.007220000,89,8,eh526dt,hp70ep,1,Dispatched,2022-04-21 12:30:56.021466000,Delivered,2022-04-22 14:45:03.113407200
BRU00002875,Toothbrush 4000,2021-08-14 21:53:45.990430000,40,4,de569gg,bd195ay,1,Dispatched,2021-08-15 04:26:13.954728400,Delivered,2021-08-16 05:42:49.800088000
BRU00001881,Toothbrush 2000,2021-07-03 00:56:40.327797200,60,9,ab452lb,gu67lt,1,Dispatched,2021-07-03 07:40:51.427758800,Delivered,2021-07-04 13:04:12.495033200
BRU00005631,Toothbrush 4000,2022-06-28 01:38:22.471302000,24,3,bn211nn,hr27da,1,Dispatched,2022-06-28 09:07:22.755531600,Delivered,2022-06-29 12:39:21.727816800
BRU00003760,Toothbrush 2000,2021-11-05 07:35:49.464745200,77,6,g200ht,e26hg,1,Dispatched,2021-11-05 15:18:10.355228400,Delivered,2021-11-06 20:21:59.706879600
BRU00001181,Toothbrush 4000,2021-01-16 13:20:24.151092000,18,5,g157es,dh81hq,1,Dispatched,2021-01-16 20:59:56.413557600,Delivered,2021-01-17 21:16:00.352448400
BRU00002759,Toothbrush 4000,2021-11-03 16:17:53.514968800,27,1,de74qt,bb50hg,1,Dispatched,2021-11-03 23:12:12.553018000,Delivered,2021-11-04 23:30:04.165072000
BRU00003891,Toothbrush 4000,2021-03-13 22:27:40.707670400,12,5,bl96ge,eh48dd,1,Dispatched,2021-03-14 05:19:20.279878400,Delivered,2021-03-15 06:49:55.349202800
BRU00003958,Toothbrush 4000,2022-05-13 12:09:25.372731600,24,7,ab556ux,co63rg,1,Dispatched,2022-05-13 19:38:50.451864000,Delivered,2022-05-14 23:31:40.483300800
BRU00000249,Toothbrush 4000,2022-02-06 01:06:43.526116400,36,8,hp199gu,g813nf,1,Dispatched,2022-02-06 07:59:39.121644800,Delivered,2022-02-07 07:15:11.352491600
BRU00000222,Toothbrush 4000,2022-10-26 18:56:49.831892000,27,5,gl29el,dl81fn,1,Dispatched,2022-10-27 01:49:45.871761200,Delivered,2022-10-28 10:24:55.902976400
BRU00002102,Toothbrush 4000,2022-06-12 15:37:06.650619200,35,1,b602td,ct46sr,1,Dispatched,2022-06-12 23:46:07.936632800,Delivered,2022-06-13 21:11:19.340602400
BRU00002934,Toothbrush 2000,2022-10-20 17:19:40.060126400,67,7,e48bw,ba228xe,1,Dispatched,2022-10-21 00:13:56.203667600,Delivered,2022-10-22 03:22:37.965451999
BRU00004546,Toothbrush 2000,2021-12-14 11:11:33.053542800,70,2,gu151rr,g689lf,1,Dispatched,2021-12-14 18:14:52.473570000,Delivered,2021-12-15 23:19:29.462102400
BRU00005190,Toothbrush 2000,2022-07-24 21:28:49.601729600,61,4,bs348rq,de231hx,1,Dispatched,2022-07-25 04:18:26.529933200,Delivered,2022-07-26 00:43:43.061055200
BRU00000729,Toothbrush 2000,2021-03-29 00:03:26.016345200,85,6,ex393fs,ch623rj,1,Dispatched,2021-03-29 07:39:50.206498400,Delivered,2021-03-30 14:13:57.704468000
BRU00002471,Toothbrush 2000,2022-05-11 13:24:40.315555600,78,4,hp79py,en11ew,1,Dispatched,2022-05-11 20:08:43.069277200,Delivered,2022-05-12 23:50:08.972579200
BRU00001534,Toothbrush 4000,2022-11-11 07:50:55.226720800,25,6,ab417ny,dy148ql,1,Dispatched,2022-11-11 15:26:14.045618799,Delivered,2022-11-12 18:18:29.864307999
BRU00000986,Toothbrush 2000,2021-03-28 23:56:16.829931200,77,9,bn443ds,bb98pa,1,Dispatched,2021-03-29 07:10:02.633729600,Delivered,2021-03-30 14:59:19.208163200
BRU00004065,Toothbrush 2000,2021-03-20 19:20:29.592349600,82,4,eh268nz,b945dj,1,Dispatched,2021-03-21 02:28:28.644850000,Delivered,2021-03-22 04:22:16.293642400
BRU00004407,Toothbrush 4000,2022-11-14 07:44:25.168628400,19,8,hx19tq,gu32bp,1,Dispatched,2022-11-14 14:45:59.155430400,Delivered,2022-11-15 11:22:11.677277999
BRU00003907,Toothbrush 4000,2022-10-10 12:01:57.127144000,13,4,ct140ez,im93ej,1,Dispatched,2022-10-10 18:15:29.551056400,Delivered,2022-10-11 23:27:56.022043600
BRU00000413,Toothbrush 2000,2022-09-21 01:03:37.959664000,44,8,bd14bd,ab211an,1,Dispatched,2022-09-21 07:57:56.259587200,Delivered,2022-09-22 10:53:59.861789200
BRU00004971,Toothbrush 4000,2021-08-18 12:07:34.542376800,9,2,dd81qj,dh76jj,1,Dispatched,2021-08-18 19:16:45.530628000,Delivered,2021-08-19 23:57:34.944772800
BRU00003923,Toothbrush 2000,2021-06-27 10:13:46.460356000,77,1,ca102dp,de141hu,1,Dispatched,2021-06-27 17:28:30.437353600,Delivered,2021-06-28 19:09:34.869434800
BRU00000393,Toothbrush 2000,2022-06-09 06:52:11.657652400,69,7,fy82ne,bd229px,1,Dispatched,2022-06-09 14:15:29.652971200,Delivered,2022-06-10 15:20:23.737608400
BRU00001109,Toothbrush 4000,2021-08-01 19:11:42.201153200,38,2,ip279lg,b755rn,1,Dispatched,2021-08-02 01:47:08.248372399,Delivered,2021-08-02 23:26:07.252709599
BRU00001010,Toothbrush 4000,2021-11-06 20:22:28.337932000,30,9,g320hp,g627sr,1,Dispatched,2021-11-07 04:46:16.834182400,Delivered,2021-11-08 12:57:58.356790000
BRU00003542,Toothbrush 4000,2021-03-29 00:15:29.968356400,22,6,cv358xh,gl542pw,1,Dispatched,2021-03-29 07:26:21.394706800,Delivered,2021-03-30 10:24:21.298534000
BRU00001636,Toothbrush 4000,2022-04-04 20:11:33.258144000,23,6,ig38qp,bb72bb,1,Dispatched,2022-04-05 03:24:49.245363600,Delivered,2022-04-06 06:26:15.025134000
BRU00005056,Toothbrush 4000,2021-05-31 21:49:10.946650400,20,3,cr52sn,b755hh,1,Dispatched,2021-06-01 04:36:53.144520800,Delivered,2021-06-02 07:10:24.510158000
BRU00002693,Toothbrush 2000,2022-02-17 10:15:02.719995600,73,1,ha63aj,ex27rh,1,Dispatched,2022-02-17 17:28:19.494740400,Delivered,2022-02-18 12:31:45.822883200
BRU00004905,Toothbrush 4000,2022-01-01 03:41:53.540761600,18,7,eh217tw,co168ue,1,Dispatched,2022-01-01 11:12:11.588180799,Delivered,2022-01-02 17:55:09.204125199
BRU00001854,Toothbrush 2000,2021-02-28 11:18:23.257514400,65,6,ct202jb,bs234se,1,Dispatched,2021-02-28 18:39:39.824894400,Delivered,2021-03-01 21:23:51.228454800
BRU00003540,Toothbrush 4000,2021-11-07 17:33:57.777056800,23,4,ip198ar,ex144re,1,Dispatched,2021-11-08 01:15:50.262762400,Delivered,2021-11-09 05:13:05.309768800
BRU00002127,Toothbrush 2000,2021-03-29 06:59:43.011864400,76,6,fy42hy,cf838eg,1,Dispatched,2021-03-29 13:44:37.561403200,Delivered,2021-03-30 14:43:30.635516800
BRU00005451,Toothbrush 2000,2021-01-11 18:17:39.331083600,76,7,b609uw,ab561tu,1,Dispatched,2021-01-12 01:02:18.696855600,Delivered,2021-01-13 05:02:42.345723600
BRU00005051,Toothbrush 2000,2022-03-17 17:14:56.652034800,49,3,g813ej,dt118xf,1,Dispatched,2022-03-18 00:15:07.389355200,Delivered,2022-03-19 03:47:40.604685600
BRU00000208,Toothbrush 4000,2022-02-10 05:25:08.785307600,43,1,cf447pf,bd229bj,1,Dispatched,2022-02-10 12:55:12.226310000,Delivered,2022-02-11 13:49:25.636677200
BRU00003215,Toothbrush 2000,2021-01-25 16:59:35.477963599,72,2,ip264hn,dn69ld,1,Dispatched,2021-01-25 23:37:05.468394799,Delivered,2021-01-26 23:44:28.965412399
BRU00003004,Toothbrush 4000,2021-08-03 01:55:22.658722400,40,2,ch65tp,de723hb,1,Dispatched,2021-08-03 08:55:12.431226800,Delivered,2021-08-04 11:58:11.314827200
BRU00000133,Toothbrush 4000,2022-08-04 03:03:38.007943600,25,2,g605lb,fy41lh,1,Dispatched,2022-08-04 09:16:50.822328400,Delivered,2022-08-05 15:04:21.226760800
BRU00004471,Toothbrush 2000,2022-12-05 08:25:52.856947200,59,3,gu513bt,ig119pu,1,Order Confirmed,2022-12-05 09:45:20.096413200,,
BRU00000281,Toothbrush 2000,2021-09-11 13:01:33.295119600,80,9,ex396de,b743pr,1,Dispatched,2021-09-11 19:38:37.148596800,Delivered,2021-09-12 21:17:48.299672400
BRU00005673,Toothbrush 2000,2022-03-29 09:26:42.042485600,71,3,bs247hj,bl70nb,1,Dispatched,2022-03-29 16:28:05.303134400,Delivered,2022-03-30 22:46:32.066463200
BRU00004682,Toothbrush 2000,2022-02-04 01:55:29.999928000,78,6,cb249ye,dl12hj,1,Dispatched,2022-02-04 09:49:40.219975200,Delivered,2022-02-05 07:40:24.002083200
BRU00003380,Toothbrush 4000,2022-03-27 17:11:15.911734400,24,3,gl510jq,ip288ux,1,Dispatched,2022-03-27 23:53:47.543922800,Delivered,2022-03-28 19:49:19.015390400
BRU00000067,Toothbrush 4000,2022-09-05 22:45:55.455772000,23,6,e81fn,ch427js,1,Dispatched,2022-09-06 06:05:05.003020000,Delivered,2022-09-07 08:56:43.026162400
BRU00000094,Toothbrush 4000,2022-11-18 17:54:03.034424400,34,2,dt29wq,ba100lf,1,Dispatched,2022-11-19 00:26:58.283770800,Delivered,2022-11-20 02:26:35.715316800
BRU00005398,Toothbrush 2000,2021-05-16 05:08:53.186756000,88,3,eh165ps,ct179fe,1,Dispatched,2021-05-16 12:30:03.555278000,Delivered,2021-05-17 10:08:01.413363200
BRU00003096,Toothbrush 4000,2021-03-06 17:41:43.850399600,25,2,hs29ay,im24bq,1,Dispatched,2021-03-07 01:00:44.467736000,Delivered,2021-03-08 05:18:06.630954800
BRU00002346,Toothbrush 4000,2021-11-22 09:12:30.894510400,24,3,hd13rz,cr04jr,1,Dispatched,2021-11-22 16:34:12.656116000,Delivered,2021-11-23 19:48:55.282818400
BRU00001898,Toothbrush 4000,2022-10-28 08:51:27.719980400,24,5,dd21rj,ex313nd,1,Dispatched,2022-10-28 15:19:43.190718800,Delivered,2022-10-29 18:03:24.181500800
BRU00003494,Toothbrush 2000,2021-04-20 19:28:23.124632000,74,4,bh232ef,en89jy,1,Dispatched,2021-04-21 02:24:44.856581600,Delivered,2021-04-22 03:41:54.181998800
BRU00004079,Toothbrush 2000,2021-08-19 10:22:26.316410000,74,8,e15qh,bn214xf,1,Dispatched,2021-08-19 16:28:09.220791200,Delivered,2021-08-20 23:17:47.487298400
BRU00001352,Toothbrush 4000,2021-05-14 06:06:49.169042399,17,8,ip164aj,ct147uh,1,Dispatched,2021-05-14 13:00:03.503431199,Delivered,2021-05-15 16:10:24.180586799
BRU00005208,Toothbrush 4000,2021-07-19 16:35:36.957740400,4,4,bh189ax,dl158pa,1,Dispatched,2021-07-19 22:50:46.880949600,Delivered,2021-07-20 20:03:57.045630000
BRU00004817,Toothbrush 4000,2021-02-03 17:37:34.162594000,45,3,al22as,bs273ph,1,Dispatched,2021-02-04 00:36:08.994272800,Delivered,2021-02-05 06:42:28.134392800
BRU00003119,Toothbrush 2000,2022-11-06 22:31:56.937777200,77,7,gu345js,b714dn,1,Dispatched,2022-11-07 05:25:48.443825600,Delivered,2022-11-08 13:44:09.584469200
BRU00001140,Toothbrush 2000,2022-01-23 07:08:15.265053200,63,9,bn69qp,dl116ad,1,Dispatched,2022-01-23 14:18:26.642195600,Delivered,2022-01-24 12:57:40.609187600
BRU00002159,Toothbrush 2000,2022-02-10 06:41:27.396438400,93,7,gl19sn,e95jz,1,Dispatched,2022-02-10 13:21:15.487524400,Delivered,2022-02-11 16:15:32.195866000
BRU00005383,Toothbrush 2000,2022-08-22 07:05:03.040964800,86,7,cw112sw,bb88nx,1,Dispatched,2022-08-22 13:25:23.525154400,Delivered,2022-08-23 18:35:00.625742800
BRU00001186,Toothbrush 2000,2021-03-12 02:18:50.896180800,70,3,b946rg,cm33ft,1,Dispatched,2021-03-12 10:01:07.792068000,Delivered,2021-03-13 05:46:17.113177200
BRU00003801,Toothbrush 4000,2021-02-11 04:56:19.967459600,35,7,gl502xb,da163lr,1,Dispatched,2021-02-11 11:42:55.071316400,Delivered,2021-02-12 10:26:36.423390800
BRU00005159,Toothbrush 2000,2021-01-19 06:38:17.956160800,73,3,cm31nh,b248ag,1,Dispatched,2021-01-19 13:30:00.679974400,Delivered,2021-01-20 12:18:47.908432000
BRU00005234,Toothbrush 4000,2022-10-05 19:30:05.079495200,39,4,cr00eb,ba20bl,1,Dispatched,2022-10-06 03:13:32.965488800,Delivered,2022-10-07 01:38:37.859142800
BRU00004996,Toothbrush 4000,2021-02-25 09:19:47.525672800,11,2,b991az,gy12jy,1,Dispatched,2021-02-25 17:05:07.127903200,Delivered,2021-02-26 16:10:19.090374400
BRU00005523,Toothbrush 2000,2022-04-15 23:10:19.344182400,67,3,cb214ae,b632ad,1,Dispatched,2022-04-16 06:23:57.019760400,Delivered,2022-04-17 12:35:47.543595600
BRU00001582,Toothbrush 4000,2022-04-05 22:40:15.701876400,37,3,de76fx,dn418ja,1,Dispatched,2022-04-06 06:14:04.468675200,Delivered,2022-04-07 11:48:52.475529599
BRU00003448,Toothbrush 2000,2022-06-29 23:23:21.697507199,63,9,bd183jt,ex394fy,1,Dispatched,2022-06-30 06:18:14.410478399,Delivered,2022-07-01 20:14:04.660265999
BRU00004772,Toothbrush 4000,2021-03-28 05:32:00.066687600,32,1,cb10xx,cb74yg,1,Dispatched,2021-03-28 13:01:37.720735200,Delivered,2021-03-29 21:40:21.190003200
BRU00001891,Toothbrush 2000,2022-01-10 16:55:43.340956800,84,4,dn377ah,fk27qw,1,Dispatched,2022-01-11 01:05:06.464880000,Delivered,2022-01-12 00:48:23.158110000
BRU00001198,Toothbrush 2000,2021-08-04 02:12:58.122947600,77,1,g614jt,gu166tg,1,Dispatched,2021-08-04 07:59:19.221753200,Delivered,2021-08-05 12:35:53.358994400
BRU00002419,Toothbrush 4000,2022-08-16 10:01:22.408527600,1,5,al51qd,b772en,1,Dispatched,2022-08-16 17:33:19.271389200,Delivered,2022-08-17 16:41:40.610920800
BRU00005245,Toothbrush 4000,2021-03-11 16:47:47.938232400,32,6,cf371dt,gu125qs,1,Dispatched,2021-03-12 00:17:55.488368400,Delivered,2021-03-13 00:04:15.677979600
BRU00004553,Toothbrush 4000,2021-02-18 21:41:18.839372000,31,9,ec1y0ua,ex24hj,1,Dispatched,2021-02-19 04:42:24.882163999,Delivered,2021-02-20 14:56:55.414918399
BRU00002996,Toothbrush 2000,2022-06-18 06:43:30.367092400,94,9,cm133sp,dn357ty,1,Dispatched,2022-06-18 13:46:18.897744400,Delivered,2022-06-20 00:43:46.387574800
BRU00004533,Toothbrush 4000,2021-12-24 05:56:32.462213600,32,1,cf356lf,de138tg,1,Dispatched,2021-12-24 13:21:05.197020800,Delivered,2021-12-25 21:00:13.751780000
BRU00000660,Toothbrush 2000,2022-08-29 18:12:39.145838800,94,6,ex42aq,cv370eq,1,Dispatched,2022-08-30 00:41:27.475598800,Delivered,2022-08-31 09:42:28.908079600
BRU00002999,Toothbrush 2000,2021-06-25 20:44:23.374346000,89,6,bn37qt,ca103dt,1,Dispatched,2021-06-26 03:24:24.944368400,Delivered,2021-06-27 08:22:21.275195600
BRU00003168,Toothbrush 2000,2021-07-07 07:25:11.676686800,71,4,dy149na,dl148ta,1,Dispatched,2021-07-07 14:19:59.207792800,Delivered,2021-07-08 15:28:51.218262400
BRU00005431,Toothbrush 2000,2021-03-07 11:14:29.536606400,83,4,b927lr,gu50qj,1,Dispatched,2021-03-07 18:35:56.677452800,Delivered,2021-03-09 01:41:54.992778800
BRU00001595,Toothbrush 4000,2022-05-25 12:09:08.425474000,19,9,hr35hb,cw109eh,1,Dispatched,2022-05-25 18:34:29.267135200,Delivered,2022-05-26 22:31:22.527092800
BRU00000855,Toothbrush 2000,2021-12-06 14:21:51.789253600,82,8,dy123dz,dd111pl,1,Dispatched,2021-12-06 21:20:20.847868000,Delivered,2021-12-07 22:52:20.245248400
BRU00004500,Toothbrush 2000,2021-05-10 04:30:42.863017600,72,7,e105bh,ig119ar,1,Dispatched,2021-05-10 12:30:55.531028800,Delivered,2021-05-11 15:53:50.256988000
BRU00005044,Toothbrush 4000,2021-09-05 19:03:09.389385600,14,4,cm11dh,e10pq,1,Dispatched,2021-09-06 01:44:08.610924000,Delivered,2021-09-07 11:32:00.716988000
BRU00004401,Toothbrush 4000,2021-05-21 19:25:43.251520800,16,6,cm16hf,al34jl,1,Dispatched,2021-05-22 02:24:38.508332400,Delivered,2021-05-23 01:36:25.456237200
BRU00004248,Toothbrush 4000,2021-07-08 16:41:38.850262800,31,9,b462ph,b277jl,1,Dispatched,2021-07-09 00:25:09.790269600,Delivered,2021-07-09 23:49:38.368963200
BRU00004760,Toothbrush 2000,2021-12-19 05:32:31.625134000,74,9,ab452yb,dl11ll,1,Dispatched,2021-12-19 11:29:00.222359200,Delivered,2021-12-20 12:49:53.744371600
BRU00002565,Toothbrush 2000,2022-08-28 17:47:10.692759200,83,7,dn172pn,hu175pl,1,Dispatched,2022-08-29 01:22:38.413949600,Delivered,2022-08-30 02:29:51.411434000
BRU00005291,Toothbrush 4000,2022-02-17 17:58:07.342037200,28,6,bs138lz,b294lr,1,Dispatched,2022-02-18 01:50:46.259298400,Delivered,2022-02-19 05:21:30.784407999
BRU00003771,Toothbrush 2000,2021-10-09 06:14:03.209920800,76,2,g329bg,ch40dq,1,Dispatched,2021-10-09 12:19:10.799576400,Delivered,2021-10-10 16:17:06.809733600
BRU00001501,Toothbrush 4000,2022-02-14 03:45:11.214971999,18,4,ba10ad,ch74rh,1,Dispatched,2022-02-14 11:14:55.797093599,Delivered,2022-02-15 12:14:22.008206399
